0, 1.673299999982447e-05
1, 0.00029738500000053847
2, 0.0003212830000007827
3, 0.0007395990000000907
4, 0.0007791620000006105
5, 0.00104396299999987
6, 0.0014771949999996536
7, 0.001782345000000518
8, 0.0022265519999997707
9, 0.0031394829999999985
10, 0.003456663999999776
11, 0.004893207999999483
12, 0.004560249999999932
13, 0.005640410000000706
14, 0.005934579999999912
15, 0.00683768000000029
16, 0.007475153000000567
17, 0.008418888000000457
18, 0.010393377999999842
19, 0.009539636000000407
20, 0.013840993999999718
21, 0.016419028999999696
22, 0.018399395000000318
23, 0.01825368100000002
24, 0.019901202999999867
25, 0.025494335000000312
26, 0.028067623000000097
27, 0.029935426999999848
28, 0.03056217700000019
29, 0.03452179000000033
30, 0.036625190999999724
31, 0.03736564200000014
32, 0.038857194000000206
33, 0.046504350000000194
34, 0.05027641599999999
35, 0.052272358999999824
36, 0.061870909000000474
37, 0.07337763999999947
38, 0.09415631499999932
39, 0.10534624199999953
40, 0.11811498099999973
41, 0.16442060199999986
42, 0.1783040869999999
43, 0.16920119899999975
44, 0.24950176699999993
45, 0.29301665900000007
46, 0.3566748420000003
47, 0.37232742800000107
48, 0.39346657199999946
49, 1.2981001790000004
