0, 1.8974999999997466e-05
1, 0.0003363140000000042
2, 0.00032364399999999793
3, 0.0003447969999999939
4, 0.0005758199999999977
5, 0.0008870630000000004
6, 0.0010273200000000052
7, 0.002020545999999998
8, 0.002486358000000001
9, 0.0025800350000000014
10, 0.0029800789999999966
11, 0.0035840990000000003
12, 0.004544054000000006
13, 0.005669391000000003
14, 0.00626338600000001
15, 0.0073979969999999895
16, 0.007874200999999997
17, 0.008466620999999994
18, 0.011026797000000005
19, 0.015676363
20, 0.019145380000000004
21, 0.020847744
22, 0.02334293600000001
23, 0.025184295999999995
24, 0.023761329999999997
25, 0.02523722500000003
26, 0.038713352000000034
27, 0.04413563799999998
28, 0.04566930900000005
29, 0.04922138399999998
30, 0.04986734399999998
31, 0.05726967600000005
32, 0.054468456999999915
33, 0.05911832700000008
34, 0.07466131900000006
35, 0.08384364100000008
36, 0.08303647300000006
37, 0.08936730400000004
38, 0.10844397199999989
39, 0.12199960599999993
40, 0.14394511200000015
41, 0.1792670329999999
42, 0.17973508400000004
43, 0.21388090500000012
44, 0.22158253500000002
45, 0.26700075199999995
46, 0.29796676999999994
47, 0.33914528300000013
48, 0.5361392060000001
49, 0.7893953639999998
50, 1.0498290699999995
